Ano,NomeConcelho,CodNomeConcelho,TaxaAbstencao,Brancos,Nulos
1995,São Pedro do Sul,SÃƒO PEDRO DO SUL,37.6,0.8,1.7
1995,Seia,SEIA,33.5,0.7,1.5
1995,Paredes,PAREDES,27.1,0.6,1.1
1995,Estarreja,ESTARREJA,33.6,0.6,1.2
1995,Guimarães,GUIMARÃƒES,27.1,0.5,1.2
1995,Sabrosa,SABROSA,37.8,0.6,1.6
1995,Cinfães,CINFÃƒES,45,0.3,1.7
1995,Gavião,GAVIÃƒO,30.5,0.8,1.5
1995,Arganil,ARGANIL,29.8,0.8,1.8
1995,Odivelas,ODIVELAS,,,
1995,Sintra,SINTRA,31.7,1,0.9
1995,Ferreira do Alentejo,FERREIRA DO ALENTEJO,31.7,0.6,1.1
1995,Porto,PORTO,31.2,0.7,0.7
1995,Amares,AMARES,35.1,0.5,1.5
1995,Arcos de Valdevez,ARCOS DE VALDEVEZ,47.3,0.5,1.7
1995,Tavira,TAVIRA,37.1,1.2,1.7
1995,Lagoa,LAGOA,32.5,0.7,1.2
1995,Loulé,LOULÃ‰,37.1,1.1,1.3
1995,Odemira,ODEMIRA,36.4,0.7,1.5
1995,Braga,BRAGA,26.5,0.7,1.2
1995,Aljezur,ALJEZUR,36.9,0.7,2
1995,Marco de Canaveses,MARCO DE CANAVESES,36.1,0.6,1.3
1995,Góis,GÃ“IS,34.5,0.8,1.7
1995,Sernancelhe,SERNANCELHE,38.6,0.4,2
1995,Ourém,OURÃ‰M,32.9,0.8,1.2
1995,Penamacor,PENAMACOR,36.9,0.6,2.6
1995,Sines,SINES,35.2,1,1
1995,Torres Novas,TORRES NOVAS,29.3,1.1,1.2
1995,Amarante,AMARANTE,34.9,0.5,1.3
1995,Penacova,PENACOVA,35.1,0.8,1.7
1995,Póvoa de Varzim,PÃ“VOA DE VARZIM,32.1,0.5,0.8
1995,Santiago do Cacém,SANTIAGO DO CACÃ‰M,32.6,1,1.1
1995,Águeda,Ã\u0081GUEDA,34,0.7,1
1995,Arronches,ARRONCHES,31.5,0.7,1
1995,Figueira da Foz,FIGUEIRA DA FOZ,36.2,1,1.4
1995,Mação,MAÃ‡ÃƒO,27.7,0.9,1.8
1995,Mértola,MÃ‰RTOLA,37.3,0.6,1.9
1995,Vila Nova de Famalicão,VILA NOVA DE FAMALICÃƒO,26.6,0.5,0.9
1995,Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,31,1,1
1995,Arouca,AROUCA,35.1,0.5,1.2
1995,Sabugal,SABUGAL,39,0.8,2.2
1995,Alvaiázere,ALVAIÃ\u0081ZERE,34.1,0.5,1.6
1995,Óbidos,Ã“BIDOS,38.4,1.2,1.5
1995,Marvão,MARVÃƒO,32.8,1.5,1.6
1995,Aveiro,AVEIRO,32.8,0.9,0.9
1995,Portalegre,PORTALEGRE,27.7,1.2,0.8
1995,Tabuaço,TABUAÃ‡O,36.9,0.6,1.8
1995,Serpa,SERPA,39.3,0.6,0.8
1995,Penela,PENELA,35.6,1.2,2.3
1995,Valpaços,VALPAÃ‡OS,49.1,0.5,1.6
1995,Paços de Ferreira,PAÃ‡OS DE FERREIRA,27.4,0.5,0.7
1995,Vila Nova de Gaia,VILA NOVA DE GAIA,27.8,0.7,0.8
1995,Alter do Chão,ALTER DO CHÃƒO,27.4,0.7,1.2
1995,Condeixa-a-Nova,CONDEIXA-A-NOVA,30.2,0.8,1.6
1995,Belmonte,BELMONTE,32.9,0.6,1.5
1995,Aguiar da Beira,AGUIAR DA BEIRA,40.8,0.4,2.9
1995,Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,47.5,0.4,1.9
1995,Pombal,POMBAL,43.6,0.8,1.5
1995,Tondela,TONDELA,36.1,1.1,1.2
1995,Mangualde,MANGUALDE,37.8,0.9,1.4
1995,Macedo de Cavaleiros,MACEDO DE CAVALEIROS,43.1,0.7,1.8
1995,Moita,MOITA,34.4,0.7,0.9
1995,Torres Vedras,TORRES VEDRAS,33.7,0.9,1.1
1995,Ribeira de Pena,RIBEIRA DE PENA,44.3,0.3,1.5
1995,Viana do Castelo,VIANA DO CASTELO,30.8,0.8,1
1995,Pampilhosa da Serra,PAMPILHOSA DA SERRA,39,0.5,1.4
1995,Vila Nova de Poiares,VILA NOVA DE POIARES,35.2,1.8,1.8
1995,Monforte,MONFORTE,31.7,0.5,1.9
1995,Vagos,VAGOS,36.5,0.6,1.1
1995,Castro Marim,CASTRO MARIM,32.5,0.9,1.4
1995,Mortágua,MORTÃ\u0081GUA,44.5,1.3,1.4
1995,Porto de Mós,PORTO DE MÃ“S,30.8,1.3,1.3
1995,Monção,MONÃ‡ÃƒO,42.7,0.5,1.4
1995,Barreiro,BARREIRO,30.7,0.7,0.8
1995,Barrancos,BARRANCOS,33.2,1.7,1.6
1995,Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÃ‡O,35.6,0.8,1.3
1995,Vila Verde,VILA VERDE,34.7,0.4,1.8
1995,Matosinhos,MATOSINHOS,26.1,0.7,0.8
1995,Montijo,MONTIJO,38.7,0.8,1
1995,Nelas,NELAS,37.5,0.8,1.5
1995,São João da Pesqueira,SÃƒO JOÃƒO DA PESQUEIRA,45,0.4,1.6
1995,Vila do Conde,VILA DO CONDE,26.5,0.6,0.8
1995,Batalha,BATALHA,27.7,1,1.2
1995,Elvas,ELVAS,32.6,0.7,1
1995,Leiria,LEIRIA,30.7,1.1,1.2
1995,Vila Nova de Paiva,VILA NOVA DE PAIVA,42.2,0.7,1.9
1995,Maia,MAIA,25.5,0.8,0.9
1995,Grândola,GRÃ‚NDOLA,29.1,0.6,0.8
1995,Arruda dos Vinhos,ARRUDA DOS VINHOS,33.9,0.8,1.3
1995,Albufeira,ALBUFEIRA,40.4,1,1.4
1995,Sever do Vouga,SEVER DO VOUGA,31.4,0.8,1.3
1995,Idanha-a-Nova,IDANHA-A-NOVA,35.8,0.6,2.2
1995,Estremoz,ESTREMOZ,30.8,0.8,1
1995,Vila Velha de Ródão,VILA VELHA DE RÃ“DÃƒO,28.8,0.4,1.5
1995,Fundão,FUNDÃƒO,32.7,0.6,1.7
1995,Anadia,ANADIA,33.1,1.1,1.2
1995,Santa Maria da Feira,SANTA MARIA DA FEIRA,27.6,0.6,0.9
1995,Baião,BAIÃƒO,38,0.2,2.5
1995,Almeida,ALMEIDA,35,0.8,1.5
1995,Monchique,MONCHIQUE,30.2,1.2,1.6
1995,Caldas da Rainha,CALDAS DA RAINHA,37.2,0.9,1
1995,Santarém,SANTARÃ‰M,29.2,1,1
1995,Vouzela,VOUZELA,36.2,0.8,1.3
1995,Carrazeda de Ansiães,CARRAZEDA DE ANSIÃƒES,39.5,0.5,1.4
1995,Gouveia,GOUVEIA,36.3,0.8,1.6
1995,Moimenta da Beira,MOIMENTA DA BEIRA,43.1,0.5,1.6
1995,Torre de Moncorvo,TORRE DE MONCORVO,37.8,0.6,1.4
1995,Olhão,OLHÃƒO,39.8,0.9,1
1995,Pedrógão Grande,PEDRÃ“GÃƒO GRANDE,34.8,0.7,1.7
1995,Oliveira de Azeméis,OLIVEIRA DE AZEMÃ‰IS,28.6,0.6,0.9
1995,Resende,RESENDE,41.8,0.6,2.4
1995,Alpiarça,ALPIARÃ‡A,29.6,0.6,1
1995,Mogadouro,MOGADOURO,39.6,0.8,1.6
1995,Setúbal,SETÃšBAL,32,0.8,0.8
1995,Castro Verde,CASTRO VERDE,37.2,0.7,0.8
1995,Lousã,LOUSÃƒ,30.8,1.5,1.6
1995,Santa Comba Dão,SANTA COMBA DÃƒO,36.8,1.2,1.8
1995,Avis,AVIS,21,0.9,0.8
1995,Entroncamento,ENTRONCAMENTO,26.9,1.1,0.8
1995,Vila Viçosa,VILA VIÃ‡OSA,28.9,1.1,0.7
1995,Vila de Rei,VILA DE REI,29.7,1.3,1.8
1995,Figueiró dos Vinhos,FIGUEIRÃ“ DOS VINHOS,28.6,0.8,2.1
1995,Fronteira,FRONTEIRA,24.1,0.6,1.9
1995,Trofa,TROFA,,,
1995,Penedono,PENEDONO,44.8,0.8,3
1995,Alijó,ALIJÃ“,38.1,0.5,1.8
1995,Mesão Frio,MESÃƒO FRIO,36.2,0.7,1.4
1995,Castanheira de Pêra,CASTANHEIRA DE PÃŠRA,31.3,0.9,1.5
1995,Chamusca,CHAMUSCA,34.7,0.8,1.1
1995,Valença,VALENÃ‡A,36,0.7,1.3
1995,Alenquer,ALENQUER,30,0.8,1.2
1995,São João da Madeira,SÃƒO JOÃƒO DA MADEIRA,26.9,0.7,0.6
1995,Bragança,BRAGANÃ‡A,40.1,0.6,1.3
1995,Vila do Bispo,VILA DO BISPO,33.7,1.7,1.2
1991,Vila Real de Santo António,VILA REAL DE SANTO ANTÃ“NIO,33.8,0.8,1
1991,Nazaré,NAZARÃ‰,34.9,0.9,1.5
1991,Oliveira do Bairro,OLIVEIRA DO BAIRRO,28.7,0.3,0.9
1991,Cuba,CUBA,31.7,1.2,1.8
1991,Santa Marta de Penaguião,SANTA MARTA DE PENAGUIÃƒO,34,0.7,1.8
1991,Tarouca,TAROUCA,44.4,0.6,1.6
1991,Montemor-o-Velho,MONTEMOR-O-VELHO,40.8,1.1,1.8
1991,Alvito,ALVITO,29.8,1.1,2
1991,Proença-a-Nova,PROENÃ‡A-A-NOVA,26.7,0.7,0.7
1991,Constância,CONSTÃ‚NCIA,26.1,1.2,1.2
1991,Alcácer do Sal,ALCÃ\u0081CER DO SAL,33.1,1.2,1.2
1991,Reguengos de Monsaraz,REGUENGOS DE MONSARAZ,35.1,1.1,1.3
1991,Celorico da Beira,CELORICO DA BEIRA,39.1,0.6,1.7
1991,Murtosa,MURTOSA,38.8,0.5,1.4
1991,Miranda do Corvo,MIRANDA DO CORVO,33.9,0.7,1.3
1991,Penalva do Castelo,PENALVA DO CASTELO,39.8,0.6,1.6
1991,Ovar,OVAR,32,0.7,0.8
1991,Azambuja,AZAMBUJA,32.6,1.4,1.5
1991,Lamego,LAMEGO,33.9,0.7,1.3
1991,Coimbra,COIMBRA,30.3,1.2,0.9
1991,Loures,LOURES,28.9,1.1,0.9
1991,São Brás de Alportel,SÃƒO BRÃ\u0081S DE ALPORTEL,31.7,0.8,1.1
1991,Póvoa de Lanhoso,PÃ“VOA DE LANHOSO,31.7,0.4,1.2
1991,Abrantes,ABRANTES,31.9,1,1.4
1991,Terras de Bouro,TERRAS DE BOURO,30.9,0.5,0.6
1991,Esposende,ESPOSENDE,28.7,0.9,0.9
1991,Vinhais,VINHAIS,45.3,0.6,1.7
1991,Vimioso,VIMIOSO,45.3,1,4
1991,Almada,ALMADA,31.4,1.1,1
1991,Alfândega da Fé,ALFÃ‚NDEGA DA FÃ‰,31.3,0.5,1.7
1991,Cadaval,CADAVAL,32.1,0.9,1.7
1991,Castelo de Vide,CASTELO DE VIDE,27.4,1.8,1.8
1991,Lousada,LOUSADA,28.7,0.4,1.3
1991,Crato,CRATO,25.3,1.1,1.3
1991,Bombarral,BOMBARRAL,37.1,1,2
1991,Sousel,SOUSEL,25.7,1.3,1.2
1991,Oliveira de Frades,OLIVEIRA DE FRADES,27.5,0.6,1.1
1991,Viana do Alentejo,VIANA DO ALENTEJO,31.7,1.2,1.9
1991,Campo Maior,CAMPO MAIOR,31.7,1.4,0.9
1991,Silves,SILVES,33.6,1.1,1.4
1991,Valongo,VALONGO,25.7,0.8,1
1991,Sertã,SERTÃƒ,36.4,0.8,1.8
1991,Barcelos,BARCELOS,26.1,0.6,0.8
1991,Borba,BORBA,28.9,1.3,0.8
1991,Beja,BEJA,31,0.9,1.4
1991,Lagos,LAGOS,29.7,1.2,1.2
1991,Vila Real,VILA REAL,31.8,0.9,1.2
1991,Gondomar,GONDOMAR,28.3,0.8,1.1
1991,Almodôvar,ALMODÃ”VAR,42,0.9,2.3
1991,Benavente,BENAVENTE,37.3,1.1,1.2
1991,Sátão,SÃ\u0081TÃƒO,40.9,0.5,1.5
1991,Peso da Régua,PESO DA RÃ‰GUA,37.8,0.6,1.5
1991,Sesimbra,SESIMBRA,30,1.2,1.1
1991,Felgueiras,FELGUEIRAS,26.2,0.4,1.5
1991,Mafra,MAFRA,32.3,1.1,1.3
1991,Tomar,TOMAR,31.3,1.2,1.3
1991,Alcochete,ALCOCHETE,29.8,0.7,1
1991,Mirandela,MIRANDELA,38.5,0.7,1.8
1991,Ferreira do Zêzere,FERREIRA DO ZÃŠZERE,33.4,0.7,1.8
1991,Fafe,FAFE,31.3,0.5,1.3
1991,Figueira de Castelo Rodrigo,FIGUEIRA DE CASTELO RODRIGO,32.9,0.5,1.6
1991,Melgaço,MELGAÃ‡O,48.7,0.5,1.9
1991,Castelo de Paiva,CASTELO DE PAIVA,27.4,0.5,1.3
1991,Penafiel,PENAFIEL,26.8,0.6,1.4
1991,Mourão,MOURÃƒO,37.1,1,0.9
1991,Vila Flor,VILA FLOR,36.8,0.5,1.7
1991,Tábua,TÃ\u0081BUA,30.9,0.7,1.3
1991,Seixal,SEIXAL,31.3,1.2,0.9
1991,Coruche,CORUCHE,36.2,0.9,0.9
1991,Cascais,CASCAIS,31.8,1,0.7
1991,Sardoal,SARDOAL,24.8,1.4,2.7
1991,Ourique,OURIQUE,39.1,0.7,1.6
1991,Murça,MURÃ‡A,40.4,0.6,2
1991,Montemor-o-Novo,MONTEMOR-O-NOVO,24.6,1,0.6
1991,Peniche,PENICHE,37.3,0.8,1.5
1991,Nisa,NISA,27.9,0.9,1.8
1991,Miranda do Douro,MIRANDA DO DOURO,43,1.3,2.4
1991,Vendas Novas,VENDAS NOVAS,28.1,1.4,0.8
1991,Redondo,REDONDO,36.5,0.9,1.3
1991,Freixo de Espada à Cinta,FREIXO DE ESPADA Ã€ CINTA,34.5,0.7,1.7
1991,Mora,MORA,27.7,1.1,0.8
1991,Boticas,BOTICAS,40,0.4,1.9
1991,Mira,MIRA,38.7,0.8,1
1991,Oeiras,OEIRAS,28.7,1,0.7
1991,Vizela,VIZELA,,,
1991,Aljustrel,ALJUSTREL,31.2,0.9,1.6
1991,Guarda,GUARDA,30.4,0.8,1.7
1991,Paredes de Coura,PAREDES DE COURA,45.6,0.5,1.8
1991,Castelo Branco,CASTELO BRANCO,29.7,1,1.3
1991,Soure,SOURE,36.7,1.3,1.6
1991,Chaves,CHAVES,39,0.8,1.6
1991,Ponte da Barca,PONTE DA BARCA,35.8,0.4,1.3
1991,Alandroal,ALANDROAL,29.4,0.6,0.6
1991,Vidigueira,VIDIGUEIRA,34.1,1,2.2
1991,Mealhada,MEALHADA,34.7,1,1.3
1991,Vieira do Minho,VIEIRA DO MINHO,35,0.4,1.7
1991,Mêda,MÃŠDA,38.7,0.9,1.8
1991,Santo Tirso,SANTO TIRSO,25.3,0.5,1.1
1991,Vila Nova de Foz Côa,VILA NOVA DE FOZ CÃ”A,36.3,0.8,1.7
1991,Ponte de Lima,PONTE DE LIMA,28.3,0.5,1
1991,Évora,Ã‰VORA,30.5,1.2,0.9
1991,Cabeceiras de Basto,CABECEIRAS DE BASTO,34,0.3,1.2
1991,Cartaxo,CARTAXO,30.1,1.5,1.5
1991,Marinha Grande,MARINHA GRANDE,34,1.6,1.6
1991,Moura,MOURA,45.5,1.2,2.4
1991,Oleiros,OLEIROS,33.2,0.7,0.7
1991,Carregal do Sal,CARREGAL DO SAL,35.6,0.6,1.5
1991,Ansião,ANSIÃƒO,29.7,0.7,1.4
1991,Trancoso,TRANCOSO,34.4,0.8,1.8
1991,Lisboa,LISBOA,33.5,0.8,0.9
1991,Pinhel,PINHEL,39.4,0.9,1.7
1991,Arraiolos,ARRAIOLOS,25.4,1.1,1
1991,Espinho,ESPINHO,24.3,0.6,0.8
1991,Covilhã,COVILHÃƒ,32.8,0.9,1.1
1991,Ponte de Sor,PONTE DE SOR,30.8,1.1,1.2
1991,Almeirim,ALMEIRIM,31,1,1.1
1991,Amadora,AMADORA,31.2,1,0.9
1991,Manteigas,MANTEIGAS,36.8,1.2,1.7
1991,Fornos de Algodres,FORNOS DE ALGODRES,28.7,0.7,1.7
1991,Alcanena,ALCANENA,27,1.2,1.3
1991,Golegã,GOLEGÃƒ,28.5,1.4,1.2
1991,Armamar,ARMAMAR,38.3,0.4,1.5
1991,Viseu,VISEU,33.7,0.8,1.1
1991,Albergaria-a-Velha,ALBERGARIA-A-VELHA,30,0.5,1.1
1991,Cantanhede,CANTANHEDE,38,0.7,1.1
1991,Rio Maior,RIO MAIOR,31.4,1.1,1.1
1991,Alcobaça,ALCOBAÃ‡A,30.5,1.2,1.3
1991,Portimão,PORTIMÃƒO,32.3,1,1.2
1991,Lourinhã,LOURINHÃƒ,33.5,0.7,1.2
1991,Portel,PORTEL,32.5,0.7,1.3
1991,Vila Nova de Cerveira,VILA NOVA DE CERVEIRA,28.6,0.8,1
1991,Faro,FARO,32.6,1.2,1.1
1991,Vila Franca de Xira,VILA FRANCA DE XIRA,29.7,1.1,0.9
1991,Montalegre,MONTALEGRE,42.1,0.5,1.5
1991,Vale de Cambra,VALE DE CAMBRA,29.7,0.9,1.1
1991,Ílhavo,Ã\u008dLHAVO,35.1,0.8,0.9
1991,Mondim de Basto,MONDIM DE BASTO,39.2,0.2,1.3
1991,Alcoutim,ALCOUTIM,35.4,0.5,1.6
1991,Celorico de Basto,CELORICO DE BASTO,36.6,0.5,1.2
1991,Caminha,CAMINHA,29.8,0.8,1.2
1991,Oliveira do Hospital,OLIVEIRA DO HOSPITAL,29.3,0.6,1.5
1991,Salvaterra de Magos,SALVATERRA DE MAGOS,39,1.5,1.1
1991,Palmela,PALMELA,35.7,1,1.1
1991,Castro Daire,CASTRO DAIRE,40.2,0.6,1.6
1991,São Pedro do Sul,SÃƒO PEDRO DO SUL,36.7,0.9,1.7
1991,Seia,SEIA,34.2,0.8,1.4
1991,Paredes,PAREDES,25.2,0.4,1.1
1991,Estarreja,ESTARREJA,30.8,0.8,1.3
1991,Guimarães,GUIMARÃƒES,25.8,0.5,1
1991,Sabrosa,SABROSA,34,0.5,1.7
1991,Cinfães,CINFÃƒES,39.4,0.4,1.6
1991,Gavião,GAVIÃƒO,31.4,0.9,1.7
1991,Arganil,ARGANIL,27,0.6,1.5
1991,Odivelas,ODIVELAS,,,
1991,Sintra,SINTRA,30.4,1,0.9
1991,Ferreira do Alentejo,FERREIRA DO ALENTEJO,32.2,0.9,1.8
1991,Porto,PORTO,29.6,0.7,0.8
1991,Amares,AMARES,34.3,0.4,1.1
1991,Arcos de Valdevez,ARCOS DE VALDEVEZ,46.2,0.5,1.8
1991,Tavira,TAVIRA,35.5,1,1.5
1991,Lagoa,LAGOA,29.6,1,1
1991,Loulé,LOULÃ‰,32.8,1,1.1
1991,Odemira,ODEMIRA,36.8,1.2,2.5
1991,Braga,BRAGA,25,0.7,0.9
1991,Aljezur,ALJEZUR,43.3,1.9,1.8
1991,Marco de Canaveses,MARCO DE CANAVESES,32,0.4,1.5
1991,Góis,GÃ“IS,34.4,0.8,1.9
1991,Sernancelhe,SERNANCELHE,39,0.5,1.6
1991,Ourém,OURÃ‰M,30.2,0.6,0.9
1991,Penamacor,PENAMACOR,35.9,0.7,2.7
1991,Sines,SINES,35.9,1.5,0.8
1991,Torres Novas,TORRES NOVAS,30.5,1.2,1.3
1991,Amarante,AMARANTE,33.7,0.5,1.8
1991,Penacova,PENACOVA,34.1,0.6,1.4
1991,Póvoa de Varzim,PÃ“VOA DE VARZIM,30.2,0.5,0.8
1991,Santiago do Cacém,SANTIAGO DO CACÃ‰M,32,1.2,1
1991,Águeda,Ã\u0081GUEDA,32.8,0.7,0.8
1991,Arronches,ARRONCHES,29.9,1.3,1.4
1991,Figueira da Foz,FIGUEIRA DA FOZ,36.2,1.2,1.4
1991,Mação,MAÃ‡ÃƒO,27.1,1.2,1.7
1991,Mértola,MÃ‰RTOLA,39.4,1.1,2.1
1991,Vila Nova de Famalicão,VILA NOVA DE FAMALICÃƒO,25,0.4,0.8
1991,Vila Nova da Barquinha,VILA NOVA DA BARQUINHA,28.3,1.4,1.2
1991,Arouca,AROUCA,31,0.5,1
1991,Sabugal,SABUGAL,36,0.8,2.3
1991,Alvaiázere,ALVAIÃ\u0081ZERE,29.6,0.3,1.4
1991,Óbidos,Ã“BIDOS,39.4,0.8,1.8
1991,Marvão,MARVÃƒO,29.7,1.5,1.2
1991,Aveiro,AVEIRO,29.4,0.9,0.9
1991,Portalegre,PORTALEGRE,25.3,0.9,0.7
1991,Tabuaço,TABUAÃ‡O,33.1,0.8,1.1
1991,Serpa,SERPA,40.5,0.9,1.3
1991,Penela,PENELA,36.2,1,1.3
1991,Valpaços,VALPAÃ‡OS,44.2,0.5,2.1
1991,Paços de Ferreira,PAÃ‡OS DE FERREIRA,26.2,0.3,0.8
1991,Vila Nova de Gaia,VILA NOVA DE GAIA,26.1,0.7,0.9
1991,Alter do Chão,ALTER DO CHÃƒO,25.4,1.2,1.5
1991,Condeixa-a-Nova,CONDEIXA-A-NOVA,31.8,0.9,1.2
1991,Belmonte,BELMONTE,35.2,0.8,1.1
1991,Aguiar da Beira,AGUIAR DA BEIRA,39.2,0.9,2.7
1991,Vila Pouca de Aguiar,VILA POUCA DE AGUIAR,47,0.4,2.4
1991,Pombal,POMBAL,41.7,0.7,2.1
1991,Tondela,TONDELA,34.5,0.9,1.1
1991,Mangualde,MANGUALDE,37.2,0.8,1.6
1991,Macedo de Cavaleiros,MACEDO DE CAVALEIROS,40.8,0.7,1.9
1991,Moita,MOITA,33.9,1.1,1
1991,Torres Vedras,TORRES VEDRAS,33.9,0.9,1.1
1991,Ribeira de Pena,RIBEIRA DE PENA,44.3,0.1,1.4
1991,Viana do Castelo,VIANA DO CASTELO,30.3,1,0.9
1991,Pampilhosa da Serra,PAMPILHOSA DA SERRA,37.7,0.6,1.5
1991,Vila Nova de Poiares,VILA NOVA DE POIARES,34.6,1.6,1.3
1991,Monforte,MONFORTE,33.6,0.9,1.5
1991,Vagos,VAGOS,31.7,0.3,0.9
1991,Castro Marim,CASTRO MARIM,34.2,0.6,1.5
1991,Mortágua,MORTÃ\u0081GUA,43.5,1.2,1.1
1991,Porto de Mós,PORTO DE MÃ“S,28.7,1.4,1.5
1991,Monção,MONÃ‡ÃƒO,42,0.5,1.4
1991,Barreiro,BARREIRO,31,1.2,0.9
1991,Barrancos,BARRANCOS,35.5,2.4,2.5
1991,Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÃ‡O,34.4,1.1,1.3
1991,Vila Verde,VILA VERDE,33.3,0.5,1.3
1991,Matosinhos,MATOSINHOS,26.1,0.7,0.9
1991,Montijo,MONTIJO,36.3,1.1,0.9
1991,Nelas,NELAS,35.2,0.9,1.5
1991,São João da Pesqueira,SÃƒO JOÃƒO DA PESQUEIRA,42.8,0.8,1.7
1991,Vila do Conde,VILA DO CONDE,25.8,0.5,1
1991,Batalha,BATALHA,25.7,0.8,1.6
1991,Elvas,ELVAS,34,1,1.1
1991,Leiria,LEIRIA,28.6,1,1.5
1991,Vila Nova de Paiva,VILA NOVA DE PAIVA,39.6,1.5,1.9
1991,Maia,MAIA,26,0.7,1.1
1991,Grândola,GRÃ‚NDOLA,28.4,1.1,0.9
1991,Arruda dos Vinhos,ARRUDA DOS VINHOS,34.6,1.1,1.3
1991,Albufeira,ALBUFEIRA,39.4,0.8,1.1
1991,Sever do Vouga,SEVER DO VOUGA,26.8,0.5,1.1
1991,Idanha-a-Nova,IDANHA-A-NOVA,33.5,0.9,1.8
1991,Estremoz,ESTREMOZ,29.3,1.3,1.3
1991,Vila Velha de Ródão,VILA VELHA DE RÃ“DÃƒO,28.5,0.7,1.4
1991,Fundão,FUNDÃƒO,34.3,0.7,1.8
1991,Anadia,ANADIA,30.1,0.8,1
1991,Santa Maria da Feira,SANTA MARIA DA FEIRA,27,0.5,0.9
1991,Baião,BAIÃƒO,38.5,0.3,2.5
1991,Almeida,ALMEIDA,36.3,0.9,1.7
1991,Monchique,MONCHIQUE,28.4,1.1,1.5
1991,Caldas da Rainha,CALDAS DA RAINHA,35.1,1,1.5
1991,Santarém,SANTARÃ‰M,28.7,1.2,1.1
1991,Vouzela,VOUZELA,34.5,0.8,1.1
1991,Carrazeda de Ansiães,CARRAZEDA DE ANSIÃƒES,36.3,0.6,2.1
1991,Gouveia,GOUVEIA,37.2,0.9,1.6
1991,Moimenta da Beira,MOIMENTA DA BEIRA,42.4,0.3,1.3
1991,Torre de Moncorvo,TORRE DE MONCORVO,36.7,0.6,1.8
1991,Olhão,OLHÃƒO,37.7,1,1.1
1991,Pedrógão Grande,PEDRÃ“GÃƒO GRANDE,33.8,0.6,1.9
1991,Oliveira de Azeméis,OLIVEIRA DE AZEMÃ‰IS,27.6,0.6,0.8
1991,Resende,RESENDE,37.3,0.6,1.9
1991,Alpiarça,ALPIARÃ‡A,28.4,1.9,0.9
1991,Mogadouro,MOGADOURO,38.2,0.6,1.6
1991,Setúbal,SETÃšBAL,31,0.9,0.8
1991,Castro Verde,CASTRO VERDE,37.9,1.2,1.7
1991,Lousã,LOUSÃƒ,29.9,1.3,1.5
1991,Santa Comba Dão,SANTA COMBA DÃƒO,32,0.9,1.5
1991,Avis,AVIS,18.7,1.3,0.6
1991,Entroncamento,ENTRONCAMENTO,25.7,1.3,0.8
1991,Vila Viçosa,VILA VIÃ‡OSA,30.5,1.3,0.9
1991,Vila de Rei,VILA DE REI,26.7,0.9,1
1991,Figueiró dos Vinhos,FIGUEIRÃ“ DOS VINHOS,24.9,0.4,2.9
1991,Fronteira,FRONTEIRA,23,1.1,1
1991,Trofa,TROFA,,,
1991,Penedono,PENEDONO,43.1,0.9,2.4
1991,Alijó,ALIJÃ“,36.5,0.7,1.9
1991,Mesão Frio,MESÃƒO FRIO,34.4,0.7,1.5
1991,Castanheira de Pêra,CASTANHEIRA DE PÃŠRA,28.9,1,2.4
1991,Chamusca,CHAMUSCA,34.9,1.1,1.2
1991,Valença,VALENÃ‡A,33.8,0.7,1
1991,Alenquer,ALENQUER,29.8,0.9,1.1
1991,São João da Madeira,SÃƒO JOÃƒO DA MADEIRA,26.8,0.7,0.5
1991,Bragança,BRAGANÃ‡A,38.3,0.9,1.4
1991,Vila do Bispo,VILA DO BISPO,34.9,2,1.4
